表头注释,开仓时间,平仓时间,开仓价格,平仓价格,多空方向,平仓交易日,合约代码,成交量,收益,手续费,最小报价单位,交易单位
index,open_time,cover_time,open_price,cover_price,ls,cover_date,symbol,volume,rt,fee,tick_size,size
0,2023/4/6 21:00,2023/4/6 21:25,14685,14770,1,20230407,cf2309,1,16.656,0.344,5,5
1,2023/4/6 21:00,2023/4/6 21:25,14695,14775,1,20230407,cf2309,1,15.656,0.344,5,5
2,2023/4/6 21:45,2023/4/6 21:57,14730,14725,-1,20230407,cf2309,1,0.656,0.344,5,5
3,2023/4/6 21:44,2023/4/6 21:57,14710,14725,-1,20230407,cf2309,1,-3.344,0.344,5,5
4,2023/4/6 22:13,2023/4/6 22:28,14760,14770,1,20230407,cf2309,1,1.656,0.344,5,5
5,2023/4/6 22:54,2023/4/6 22:59,14790,14805,1,20230407,cf2309,1,2.656,0.344,5,5
6,2023/4/7 9:00,2023/4/7 9:11,14800,14835,1,20230407,cf2309,1,6.656,0.344,5,5
7,2023/4/7 9:00,2023/4/7 9:12,14815,14845,1,20230407,cf2309,1,5.656,0.344,5,5
8,2023/4/7 9:12,2023/4/7 9:35,14845,14835,1,20230407,cf2309,1,-2.344,0.344,5,5
9,2023/4/7 10:30,2023/4/7 11:00,14870,14890,1,20230407,cf2309,1,3.656,0.344,5,5
10,2023/4/7 13:58,2023/4/7 14:12,14860,14870,-1,20230407,cf2309,1,-2.344,0.344,5,5
11,2023/4/7 13:53,2023/4/7 14:14,14860,14860,-1,20230407,cf2309,1,-0.344,0.344,5,5
12,2023/4/7 14:32,2023/4/7 14:40,14870,14875,1,20230407,cf2309,1,0.656,0.344,5,5
13,2023/4/7 14:32,2023/4/7 14:40,14870,14875,1,20230407,cf2309,1,0.656,0.344,5,5
14,2023/4/7 21:08,2023/4/7 21:13,14865,14855,-1,20230410,cf2309,1,1.656,0.344,5,5
15,2023/4/7 21:16,2023/4/7 21:31,14850,14850,-1,20230410,cf2309,1,-0.344,0.344,5,5
16,2023/4/7 21:47,2023/4/7 22:00,14870,14880,1,20230410,cf2309,1,1.656,0.344,5,5
17,2023/4/7 22:53,2023/4/10 9:19,14875,14785,-1,20230410,cf2309,1,17.656,0.344,5,5
18,2023/4/7 22:53,2023/4/10 9:27,14870,14775,-1,20230410,cf2309,1,18.656,0.344,5,5
19,2023/4/10 10:52,2023/4/10 10:54,14850,14865,1,20230410,cf2309,1,2.656,0.344,5,5
20,2023/4/10 11:21,2023/4/10 14:07,14820,14790,-1,20230410,cf2309,1,5.656,0.344,5,5
21,2023/4/10 21:07,2023/4/10 21:11,14790,14785,1,20230411,cf2309,1,-1.344,0.344,5,5
22,2023/4/10 21:11,2023/4/10 21:36,14785,14755,-1,20230411,cf2309,1,5.656,0.344,5,5
23,2023/4/10 21:58,2023/4/10 22:00,14755,14755,-1,20230411,cf2309,1,-0.344,0.344,5,5
24,2023/4/10 21:58,2023/4/10 22:27,14755,14745,-1,20230411,cf2309,1,1.656,0.344,5,5
25,2023/4/10 22:28,2023/4/10 22:59,14745,14730,-1,20230411,cf2309,1,2.656,0.344,5,5
26,2023/4/11 9:00,2023/4/11 9:32,14720,14665,-1,20230411,cf2309,1,10.656,0.344,5,5
27,2023/4/11 9:46,2023/4/11 10:07,14640,14635,-1,20230411,cf2309,1,0.656,0.344,5,5
28,2023/4/11 10:39,2023/4/11 10:43,14660,14665,1,20230411,cf2309,1,0.656,0.344,5,5
29,2023/4/11 13:43,2023/4/11 13:48,14690,14675,-1,20230411,cf2309,1,2.656,0.344,5,5
30,2023/4/11 14:48,2023/4/11 14:53,14760,14770,1,20230411,cf2309,1,1.656,0.344,5,5
31,2023/4/11 21:16,2023/4/11 21:24,14760,14785,-1,20230412,cf2309,1,-5.344,0.344,5,5
32,2023/4/11 21:13,2023/4/11 21:26,14760,14770,-1,20230412,cf2309,1,-2.344,0.344,5,5
33,2023/4/11 21:26,2023/4/11 21:32,14770,14780,1,20230412,cf2309,1,1.656,0.344,5,5
34,2023/4/11 21:25,2023/4/11 21:32,14775,14785,1,20230412,cf2309,1,1.656,0.344,5,5
35,2023/4/12 9:00,2023/4/12 9:08,14750,14755,-1,20230412,cf2309,1,-1.344,0.344,5,5
36,2023/4/12 9:19,2023/4/12 10:32,14755,14760,1,20230412,cf2309,1,0.656,0.344,5,5
37,2023/4/12 10:58,2023/4/12 11:18,14720,14715,-1,20230412,cf2309,1,0.656,0.344,5,5
38,2023/4/12 21:14,2023/4/12 21:31,14715,14720,-1,20230413,cf2309,1,-1.344,0.344,5,5
39,2023/4/12 21:34,2023/4/12 22:00,14710,14715,-1,20230413,cf2309,1,-1.344,0.344,5,5
40,2023/4/12 22:35,2023/4/12 22:56,14705,14710,-1,20230413,cf2309,1,-1.344,0.344,5,5
41,2023/4/12 22:59,2023/4/13 9:00,14695,14670,-1,20230413,cf2309,1,4.656,0.344,5,5
42,2023/4/13 9:00,2023/4/13 9:13,14705,14685,-1,20230413,cf2309,1,3.656,0.344,5,5
43,2023/4/11 13:41,2023/4/13 9:13,14680,14685,-1,20230413,cf2309,1,-1.344,0.344,5,5
44,2023/4/12 22:13,2023/4/13 9:29,14730,14730,1,20230413,cf2309,1,-0.344,0.344,5,5
45,2023/4/13 10:34,2023/4/13 10:43,14770,14740,1,20230413,cf2309,1,-6.344,0.344,5,5
46,2023/4/13 10:43,2023/4/13 13:37,14735,14745,-1,20230413,cf2309,1,-2.344,0.344,5,5
47,2023/4/13 13:46,2023/4/13 14:00,14755,14810,-1,20230413,cf2309,1,-11.344,0.344,5,5
48,2023/4/13 13:46,2023/4/13 14:03,14755,14805,-1,20230413,cf2309,1,-10.344,0.344,5,5
49,2023/4/13 14:00,2023/4/13 14:11,14810,14815,1,20230413,cf2309,1,0.656,0.344,5,5
50,2023/4/13 14:30,2023/4/13 14:35,14810,14830,1,20230413,cf2309,1,3.656,0.344,5,5
51,2023/4/13 14:29,2023/4/13 14:35,14815,14830,1,20230413,cf2309,1,2.656,0.344,5,5
52,2023/4/7 11:18,2023/4/13 14:59,14890,14915,1,20230413,cf2309,1,4.656,0.344,5,5
53,2023/4/13 22:31,2023/4/13 22:48,14945,14960,1,20230414,cf2309,1,2.656,0.344,5,5
54,2023/4/13 22:49,2023/4/13 22:59,14960,14965,1,20230414,cf2309,1,0.656,0.344,5,5
55,2023/4/13 21:42,2023/4/14 9:00,14910,14750,-1,20230414,cf2309,1,31.656,0.344,5,5
56,2023/4/13 21:41,2023/4/14 9:00,14900,14900,-1,20230414,cf2309,1,-0.344,0.344,5,5
57,2023/4/13 13:46,2023/4/14 9:00,14755,14900,-1,20230414,cf2309,1,-29.344,0.344,5,5
58,2023/4/14 9:09,2023/4/14 9:17,14960,14980,1,20230414,cf2309,1,3.656,0.344,5,5
59,2023/4/14 9:01,2023/4/14 9:17,14965,14980,1,20230414,cf2309,1,2.656,0.344,5,5
60,2023/4/14 10:02,2023/4/14 13:54,15010,14995,1,20230414,cf2309,1,-3.344,0.344,5,5
61,2023/4/14 14:22,2023/4/14 14:23,14975,14955,-1,20230414,cf2309,1,3.656,0.344,5,5
62,2023/4/14 10:49,2023/4/14 14:59,14955,14785,-1,20230414,cf2309,1,33.656,0.344,5,5
63,2023/4/14 22:09,2023/4/14 22:22,14880,14885,-1,20230417,cf2309,1,-1.344,0.344,5,5
64,2023/4/14 22:25,2023/4/17 9:00,14875,14850,-1,20230417,cf2309,1,4.656,0.344,5,5
65,2023/4/17 9:00,2023/4/17 9:13,14895,14960,1,20230417,cf2309,1,12.656,0.344,5,5
66,2023/4/17 9:16,2023/4/17 9:39,14930,15050,1,20230417,cf2309,1,23.656,0.344,5,5
67,2023/4/17 9:14,2023/4/17 9:48,14960,15060,1,20230417,cf2309,1,19.656,0.344,5,5
68,2023/4/17 10:41,2023/4/17 10:48,15070,15085,1,20230417,cf2309,1,2.656,0.344,5,5
69,2023/4/17 10:40,2023/4/17 10:54,15085,15095,1,20230417,cf2309,1,1.656,0.344,5,5
70,2023/4/17 11:04,2023/4/17 11:17,15090,15085,1,20230417,cf2309,1,-1.344,0.344,5,5
71,2023/4/17 11:21,2023/4/17 11:24,15090,15110,-1,20230417,cf2309,1,-4.344,0.344,5,5
72,2023/4/17 11:24,2023/4/17 13:54,15110,15140,1,20230417,cf2309,1,5.656,0.344,5,5
73,2023/4/17 14:38,2023/4/17 14:44,15150,15150,1,20230417,cf2309,1,-0.344,0.344,5,5
74,2023/4/17 11:21,2023/4/17 21:00,15085,15095,-1,20230418,cf2309,1,-2.344,0.344,5,5
75,2023/4/17 21:00,2023/4/17 21:03,15115,15100,-1,20230418,cf2309,1,2.656,0.344,5,5
76,2023/4/17 21:08,2023/4/17 21:17,15110,15110,-1,20230418,cf2309,1,-0.344,0.344,5,5
77,2023/4/18 9:09,2023/4/18 9:14,15120,15115,-1,20230418,cf2309,1,0.656,0.344,5,5
78,2023/4/18 9:09,2023/4/18 9:17,15120,15110,-1,20230418,cf2309,1,1.656,0.344,5,5
79,2023/4/18 9:18,2023/4/18 9:22,15110,15090,1,20230418,cf2309,1,-4.344,0.344,5,5
80,2023/4/18 9:18,2023/4/18 9:53,15115,15105,1,20230418,cf2309,1,-2.344,0.344,5,5
81,2023/4/18 10:13,2023/4/18 10:31,15090,15085,-1,20230418,cf2309,1,0.656,0.344,5,5
82,2023/4/17 10:08,2023/4/18 10:35,15025,15050,-1,20230418,cf2309,1,-5.344,0.344,5,5
83,2023/4/18 10:35,2023/4/18 10:52,15060,15060,-1,20230418,cf2309,1,-0.344,0.344,5,5
84,2023/4/17 14:38,2023/4/18 14:56,15150,15160,1,20230418,cf2309,1,1.656,0.344,5,5
85,2023/4/18 14:57,2023/4/18 21:24,15155,15135,1,20230419,cf2309,1,-4.344,0.344,5,5
86,2023/4/18 21:16,2023/4/18 21:32,15110,15120,-1,20230419,cf2309,1,-2.344,0.344,5,5
87,2023/4/18 22:18,2023/4/18 22:21,15170,15195,1,20230419,cf2309,1,4.656,0.344,5,5
88,2023/4/18 21:55,2023/4/19 9:00,15150,15205,1,20230419,cf2309,1,10.656,0.344,5,5
89,2023/4/19 9:01,2023/4/19 9:13,15195,15160,1,20230419,cf2309,1,-7.344,0.344,5,5
90,2023/4/19 9:00,2023/4/19 9:19,15210,15165,1,20230419,cf2309,1,-9.344,0.344,5,5
91,2023/4/19 9:16,2023/4/19 9:22,15160,15165,-1,20230419,cf2309,1,-1.344,0.344,5,5
92,2023/4/19 9:09,2023/4/19 9:33,15150,15160,-1,20230419,cf2309,1,-2.344,0.344,5,5
93,2023/4/19 10:33,2023/4/19 10:36,15160,15160,-1,20230419,cf2309,1,-0.344,0.344,5,5
94,2023/4/19 10:33,2023/4/19 10:37,15160,15155,-1,20230419,cf2309,1,0.656,0.344,5,5
95,2023/4/19 10:39,2023/4/19 11:19,15150,15130,-1,20230419,cf2309,1,3.656,0.344,5,5
96,2023/4/19 13:33,2023/4/19 13:45,15150,15160,1,20230419,cf2309,1,1.656,0.344,5,5
97,2023/4/19 11:19,2023/4/19 14:09,15130,15135,-1,20230419,cf2309,1,-1.344,0.344,5,5
98,2023/4/19 13:48,2023/4/19 14:55,15165,15160,1,20230419,cf2309,1,-1.344,0.344,5,5
99,2023/4/19 14:20,2023/4/19 14:59,15130,15115,-1,20230419,cf2309,1,2.656,0.344,5,5
100,2023/4/19 14:10,2023/4/19 14:59,15135,15110,-1,20230419,cf2309,1,4.656,0.344,5,5
101,2023/4/19 21:00,2023/4/19 21:10,15150,15135,1,20230420,cf2309,1,-3.344,0.344,5,5
102,2023/4/19 21:00,2023/4/19 21:31,15155,15130,1,20230420,cf2309,1,-5.344,0.344,5,5
103,2023/4/19 21:10,2023/4/19 21:39,15135,15115,-1,20230420,cf2309,1,3.656,0.344,5,5
104,2023/4/19 21:00,2023/4/19 21:44,15160,15145,1,20230420,cf2309,1,-3.344,0.344,5,5
105,2023/4/19 21:46,2023/4/19 22:06,15145,15155,1,20230420,cf2309,1,1.656,0.344,5,5
106,2023/4/19 22:52,2023/4/20 9:15,15170,15125,-1,20230420,cf2309,1,8.656,0.344,5,5
107,2023/4/19 22:52,2023/4/20 9:15,15170,15125,-1,20230420,cf2309,1,8.656,0.344,5,5
108,2023/4/20 9:36,2023/4/20 9:37,15140,15125,-1,20230420,cf2309,1,2.656,0.344,5,5
109,2023/4/20 9:48,2023/4/20 10:04,15150,15165,1,20230420,cf2309,1,2.656,0.344,5,5
110,2023/4/20 10:05,2023/4/20 10:43,15165,15145,1,20230420,cf2309,1,-4.344,0.344,5,5
111,2023/4/20 9:28,2023/4/20 11:01,15115,15120,-1,20230420,cf2309,1,-1.344,0.344,5,5
112,2023/4/20 11:01,2023/4/20 13:30,15125,15135,-1,20230420,cf2309,1,-2.344,0.344,5,5
113,2023/4/20 11:22,2023/4/20 13:35,15150,15150,1,20230420,cf2309,1,-0.344,0.344,5,5
114,2023/4/20 13:42,2023/4/20 13:45,15140,15155,1,20230420,cf2309,1,2.656,0.344,5,5
115,2023/4/20 13:36,2023/4/20 13:48,15155,15165,1,20230420,cf2309,1,1.656,0.344,5,5
116,2023/4/20 13:49,2023/4/20 14:26,15165,15175,1,20230420,cf2309,1,1.656,0.344,5,5
117,2023/4/20 21:06,2023/4/20 21:09,15085,15030,-1,20230421,cf2309,1,10.656,0.344,5,5
118,2023/4/20 21:00,2023/4/20 21:13,14970,15035,-1,20230421,cf2309,1,-13.344,0.344,5,5
119,2023/4/20 22:11,2023/4/20 22:17,15030,15025,-1,20230421,cf2309,1,0.656,0.344,5,5
120,2023/4/20 22:11,2023/4/20 22:22,15030,15020,-1,20230421,cf2309,1,1.656,0.344,5,5
121,2023/4/20 22:22,2023/4/21 9:36,15015,14920,-1,20230421,cf2309,1,18.656,0.344,5,5
122,2023/4/21 9:26,2023/4/21 9:42,14940,14945,1,20230421,cf2309,1,0.656,0.344,5,5
123,2023/4/21 9:51,2023/4/21 9:57,14930,14935,1,20230421,cf2309,1,0.656,0.344,5,5
124,2023/4/21 9:51,2023/4/21 10:09,14930,14940,1,20230421,cf2309,1,1.656,0.344,5,5
125,2023/4/21 9:51,2023/4/21 10:10,14930,14945,1,20230421,cf2309,1,2.656,0.344,5,5
126,2023/4/21 10:03,2023/4/21 10:31,14915,14925,-1,20230421,cf2309,1,-2.344,0.344,5,5
127,2023/4/21 11:13,2023/4/21 11:20,14920,14920,-1,20230421,cf2309,1,-0.344,0.344,5,5
128,2023/4/21 11:11,2023/4/21 11:22,14910,14910,-1,20230421,cf2309,1,-0.344,0.344,5,5
129,2023/4/21 13:33,2023/4/21 13:57,14890,14880,-1,20230421,cf2309,1,1.656,0.344,5,5
130,2023/4/21 11:25,2023/4/21 13:57,14880,14875,-1,20230421,cf2309,1,0.656,0.344,5,5
131,2023/4/21 14:11,2023/4/21 14:28,14855,14855,-1,20230421,cf2309,1,-0.344,0.344,5,5
132,2023/4/21 14:39,2023/4/21 21:03,14815,14835,-1,20230424,cf2309,1,-4.344,0.344,5,5
133,2023/4/21 14:29,2023/4/21 21:04,14835,14830,-1,20230424,cf2309,1,0.656,0.344,5,5
134,2023/4/21 21:02,2023/4/21 21:11,14840,14850,1,20230424,cf2309,1,1.656,0.344,5,5
135,2023/4/21 21:01,2023/4/21 21:11,14855,14850,1,20230424,cf2309,1,-1.344,0.344,5,5
136,2023/4/21 21:00,2023/4/21 21:11,14875,14855,1,20230424,cf2309,1,-4.344,0.344,5,5
137,2023/4/21 21:25,2023/4/21 21:36,14885,14890,1,20230424,cf2309,1,0.656,0.344,5,5
138,2023/4/21 22:04,2023/4/21 22:08,14860,14845,-1,20230424,cf2309,1,2.656,0.344,5,5
139,2023/4/21 22:04,2023/4/21 22:08,14860,14845,-1,20230424,cf2309,1,2.656,0.344,5,5
140,2023/4/21 22:04,2023/4/21 22:09,14860,14840,-1,20230424,cf2309,1,3.656,0.344,5,5
141,2023/4/21 22:16,2023/4/21 22:28,14860,14845,-1,20230424,cf2309,1,2.656,0.344,5,5
142,2023/4/21 22:32,2023/4/24 9:00,14830,14765,-1,20230424,cf2309,1,12.656,0.344,5,5
143,2023/4/24 9:11,2023/4/24 9:19,14825,14825,1,20230424,cf2309,1,-0.344,0.344,5,5
144,2023/4/24 9:10,2023/4/24 9:20,14840,14835,1,20230424,cf2309,1,-1.344,0.344,5,5
145,2023/4/24 9:23,2023/4/24 9:29,14850,14875,1,20230424,cf2309,1,4.656,0.344,5,5
146,2023/4/21 21:42,2023/4/24 10:05,14870,14880,1,20230424,cf2309,1,1.656,0.344,5,5
147,2023/4/24 11:21,2023/4/24 11:29,14895,14890,-1,20230424,cf2309,1,0.656,0.344,5,5
148,2023/4/24 11:20,2023/4/24 11:29,14885,14890,-1,20230424,cf2309,1,-1.344,0.344,5,5
149,2023/4/24 14:05,2023/4/24 14:19,14900,14915,1,20230424,cf2309,1,2.656,0.344,5,5
150,2023/4/24 14:03,2023/4/24 21:00,14910,14920,1,20230425,cf2309,1,1.656,0.344,5,5
151,2023/4/24 21:04,2023/4/24 21:24,14925,15110,1,20230425,cf2309,1,36.656,0.344,5,5
152,2023/4/24 21:40,2023/4/24 21:50,15230,15235,1,20230425,cf2309,1,0.656,0.344,5,5
153,2023/4/24 22:06,2023/4/24 22:34,15285,15300,1,20230425,cf2309,1,2.656,0.344,5,5
154,2023/4/24 22:54,2023/4/25 9:00,15275,14860,-1,20230425,cf2309,1,82.656,0.344,5,5
155,2023/4/25 9:00,2023/4/25 9:01,15280,15265,-1,20230425,cf2309,1,2.656,0.344,5,5
156,2023/4/24 13:30,2023/4/25 9:01,14865,15260,-1,20230425,cf2309,1,-79.344,0.344,5,5
157,2023/4/25 9:01,2023/4/25 9:15,15255,15250,-1,20230425,cf2309,1,0.656,0.344,5,5
158,2023/4/25 9:20,2023/4/25 10:35,15225,15195,-1,20230425,cf2309,1,5.656,0.344,5,5
159,2023/4/25 10:39,2023/4/25 10:42,15220,15200,-1,20230425,cf2309,1,3.656,0.344,5,5
160,2023/4/25 10:35,2023/4/25 10:42,15200,15195,-1,20230425,cf2309,1,0.656,0.344,5,5
161,2023/4/25 10:50,2023/4/25 11:03,15200,15185,-1,20230425,cf2309,1,2.656,0.344,5,5
162,2023/4/25 13:36,2023/4/25 14:15,15165,15235,-1,20230425,cf2309,1,-14.344,0.344,5,5
163,2023/4/25 14:57,2023/4/25 21:00,15210,15065,-1,20230426,cf2309,1,28.656,0.344,5,5
164,2023/4/25 21:03,2023/4/25 21:28,15130,15150,-1,20230426,cf2309,1,-4.344,0.344,5,5
165,2023/4/25 21:44,2023/4/25 21:59,15120,15090,-1,20230426,cf2309,1,5.656,0.344,5,5
166,2023/4/25 21:43,2023/4/25 21:59,15095,15085,-1,20230426,cf2309,1,1.656,0.344,5,5
167,2023/4/25 22:41,2023/4/25 22:50,15150,15145,-1,20230426,cf2309,1,0.656,0.344,5,5
168,2023/4/25 22:41,2023/4/25 22:50,15150,15145,-1,20230426,cf2309,1,0.656,0.344,5,5
169,2023/4/25 22:41,2023/4/25 22:51,15150,15135,-1,20230426,cf2309,1,2.656,0.344,5,5
170,2023/4/25 22:15,2023/4/26 9:00,15180,15210,1,20230426,cf2309,1,5.656,0.344,5,5
171,2023/4/25 22:15,2023/4/26 9:00,15190,15215,1,20230426,cf2309,1,4.656,0.344,5,5
172,2023/4/26 9:02,2023/4/26 9:12,15170,15200,1,20230426,cf2309,1,5.656,0.344,5,5
173,2023/4/26 9:01,2023/4/26 9:12,15200,15205,1,20230426,cf2309,1,0.656,0.344,5,5
174,2023/4/26 9:23,2023/4/26 10:08,15215,15365,1,20230426,cf2309,1,29.656,0.344,5,5
175,2023/4/26 10:38,2023/4/26 11:11,15335,15350,-1,20230426,cf2309,1,-3.344,0.344,5,5
176,2023/4/26 10:38,2023/4/26 13:31,15330,15325,-1,20230426,cf2309,1,0.656,0.344,5,5
177,2023/4/26 13:35,2023/4/26 13:43,15340,15330,-1,20230426,cf2309,1,1.656,0.344,5,5
178,2023/4/26 11:09,2023/4/26 14:02,15365,15365,1,20230426,cf2309,1,-0.344,0.344,5,5
179,2023/4/26 14:02,2023/4/26 14:22,15360,15295,1,20230426,cf2309,1,-13.344,0.344,5,5
180,2023/4/26 14:22,2023/4/26 21:00,15295,15280,-1,20230427,cf2309,1,2.656,0.344,5,5
181,2023/4/26 21:02,2023/4/26 21:08,15305,15280,-1,20230427,cf2309,1,4.656,0.344,5,5
182,2023/4/26 21:08,2023/4/26 21:23,15280,15290,-1,20230427,cf2309,1,-2.344,0.344,5,5
183,2023/4/26 21:34,2023/4/26 21:43,15265,15255,-1,20230427,cf2309,1,1.656,0.344,5,5
184,2023/4/26 21:48,2023/4/26 21:54,15280,15265,-1,20230427,cf2309,1,2.656,0.344,5,5
185,2023/4/26 21:43,2023/4/26 21:58,15260,15265,-1,20230427,cf2309,1,-1.344,0.344,5,5
186,2023/4/26 22:12,2023/4/26 22:20,15240,15235,-1,20230427,cf2309,1,0.656,0.344,5,5
187,2023/4/26 22:01,2023/4/26 22:23,15245,15230,-1,20230427,cf2309,1,2.656,0.344,5,5
188,2023/4/26 22:34,2023/4/26 22:45,15275,15295,1,20230427,cf2309,1,3.656,0.344,5,5
189,2023/4/27 9:07,2023/4/27 9:11,15265,15245,-1,20230427,cf2309,1,3.656,0.344,5,5
190,2023/4/27 9:47,2023/4/27 9:51,15250,15240,-1,20230427,cf2309,1,1.656,0.344,5,5
191,2023/4/27 9:47,2023/4/27 9:51,15250,15240,-1,20230427,cf2309,1,1.656,0.344,5,5
192,2023/4/27 9:41,2023/4/27 9:54,15240,15230,-1,20230427,cf2309,1,1.656,0.344,5,5
193,2023/4/27 13:36,2023/4/27 13:45,15310,15315,1,20230427,cf2309,1,0.656,0.344,5,5
194,2023/4/27 14:15,2023/4/27 14:24,15300,15300,-1,20230427,cf2309,1,-0.344,0.344,5,5
195,2023/4/27 10:00,2023/4/27 14:57,15230,15225,-1,20230427,cf2309,1,0.656,0.344,5,5
196,2023/4/26 11:08,2023/4/27 21:03,15380,15370,1,20230428,cf2309,1,-2.344,0.344,5,5
197,2023/4/27 21:00,2023/4/27 21:08,15290,15355,-1,20230428,cf2309,1,-13.344,0.344,5,5
198,2023/4/27 21:08,2023/4/27 21:28,15345,15330,1,20230428,cf2309,1,-3.344,0.344,5,5
199,2023/4/27 21:08,2023/4/27 21:30,15355,15350,1,20230428,cf2309,1,-1.344,0.344,5,5
200,2023/4/27 22:39,2023/4/27 22:47,15290,15290,-1,20230428,cf2309,1,-0.344,0.344,5,5
201,2023/4/27 22:29,2023/4/28 9:00,15300,15280,-1,20230428,cf2309,1,3.656,0.344,5,5
202,2023/4/28 9:00,2023/4/28 9:34,15335,15360,1,20230428,cf2309,1,4.656,0.344,5,5
203,2023/4/28 10:39,2023/4/28 10:52,15355,15385,1,20230428,cf2309,1,5.656,0.344,5,5
204,2023/4/28 11:01,2023/4/28 11:16,15400,15390,1,20230428,cf2309,1,-2.344,0.344,5,5
205,2023/4/28 10:52,2023/4/28 11:17,15385,15395,1,20230428,cf2309,1,1.656,0.344,5,5
206,2023/4/28 13:35,2023/4/28 14:13,15425,15410,1,20230428,cf2309,1,-3.344,0.344,5,5
207,2023/4/28 14:00,2023/4/28 14:47,15380,15455,-1,20230428,cf2309,1,-15.344,0.344,5,5
208,2023/4/28 14:21,2023/4/28 14:50,15415,15495,1,20230428,cf2309,1,15.656,0.344,5,5
209,2023/4/28 14:21,2023/5/4 9:08,15420,15505,1,20230504,cf2309,1,16.656,0.344,5,5
210,2023/5/4 9:00,2023/5/4 9:17,15440,15585,-1,20230504,cf2309,1,-29.344,0.344,5,5
211,2023/5/4 9:00,2023/5/4 9:19,15370,15540,-1,20230504,cf2309,1,-34.344,0.344,5,5
212,2023/5/4 9:09,2023/5/4 9:28,15520,15550,1,20230504,cf2309,1,5.656,0.344,5,5
213,2023/5/4 9:50,2023/5/4 10:05,15625,15675,1,20230504,cf2309,1,9.656,0.344,5,5
214,2023/5/4 9:46,2023/5/4 10:07,15645,15685,1,20230504,cf2309,1,7.656,0.344,5,5
215,2023/5/4 10:43,2023/5/4 10:55,15720,15730,1,20230504,cf2309,1,1.656,0.344,5,5
216,2023/5/4 10:07,2023/5/4 10:56,15690,15735,1,20230504,cf2309,1,8.656,0.344,5,5
217,2023/5/4 11:19,2023/5/4 13:39,15695,15680,-1,20230504,cf2309,1,2.656,0.344,5,5
218,2023/5/4 14:25,2023/5/4 14:28,15670,15660,-1,20230504,cf2309,1,1.656,0.344,5,5
219,2023/5/4 14:23,2023/5/4 14:29,15670,15655,-1,20230504,cf2309,1,2.656,0.344,5,5
