表头注释,开仓时间,平仓时间,开仓价格,平仓价格,多空方向,平仓交易日,合约代码,成交量,收益,手续费,最小报价单位,交易单位
441,2023/5/25 9:54,2023/5/25 10:02,15650,15650,1,20230525,cf2309,1,-0.344,0.344,5,5
442,2023/5/25 9:32,2023/5/25 10:06,15630,15630,-1,20230525,cf2309,1,-0.344,0.344,5,5
443,2023/5/25 10:13,2023/5/25 10:30,15640,15630,-1,20230525,cf2309,1,1.656,0.344,5,5
444,2023/5/25 10:13,2023/5/25 10:30,15640,15625,-1,20230525,cf2309,1,2.656,0.344,5,5
445,2023/5/25 9:24,2023/5/25 10:30,15610,15625,-1,20230525,cf2309,1,-3.344,0.344,5,5
446,2023/5/25 9:54,2023/5/25 10:37,15650,15655,1,20230525,cf2309,1,0.656,0.344,5,5
447,2023/5/25 9:54,2023/5/25 10:37,15650,15655,1,20230525,cf2309,1,0.656,0.344,5,5
448,2023/5/25 10:37,2023/5/25 10:42,15640,15640,-1,20230525,cf2309,1,-0.344,0.344,5,5
449,2023/5/25 10:30,2023/5/25 10:45,15625,15625,-1,20230525,cf2309,1,-0.344,0.344,5,5
450,2023/5/25 10:46,2023/5/25 10:49,15640,15645,1,20230525,cf2309,1,0.656,0.344,5,5
451,2023/5/25 10:46,2023/5/25 10:53,15640,15655,1,20230525,cf2309,1,2.656,0.344,5,5
452,2023/5/25 14:56,2023/5/25 21:28,15535,15465,1,20230526,cf2309,1,-14.344,0.344,5,5
453,2023/5/25 14:53,2023/5/25 21:29,15550,15470,1,20230526,cf2309,1,-16.344,0.344,5,5
454,2023/5/25 21:30,2023/5/25 22:01,15460,15360,-1,20230526,cf2309,1,19.656,0.344,5,5
455,2023/5/25 21:14,2023/5/25 22:01,15485,15350,-1,20230526,cf2309,1,26.656,0.344,5,5
456,2023/5/25 22:15,2023/5/25 22:24,15420,15450,1,20230526,cf2309,1,5.656,0.344,5,5
457,2023/5/25 22:48,2023/5/25 22:59,15460,15465,1,20230526,cf2309,1,0.656,0.344,5,5
458,2023/5/26 9:01,2023/5/26 9:18,15425,15360,-1,20230526,cf2309,1,12.656,0.344,5,5
459,2023/5/26 9:00,2023/5/26 9:18,15370,15350,-1,20230526,cf2309,1,3.656,0.344,5,5
460,2023/5/26 10:34,2023/5/26 10:46,15360,15335,-1,20230526,cf2309,1,4.656,0.344,5,5
461,2023/5/26 10:32,2023/5/26 10:47,15350,15330,-1,20230526,cf2309,1,3.656,0.344,5,5
462,2023/5/26 11:14,2023/5/26 11:24,15410,15425,1,20230526,cf2309,1,2.656,0.344,5,5
463,2023/5/26 11:28,2023/5/26 13:39,15445,15545,1,20230526,cf2309,1,19.656,0.344,5,5
464,2023/5/26 13:43,2023/5/26 13:53,15530,15525,1,20230526,cf2309,1,-1.344,0.344,5,5
465,2023/5/26 14:33,2023/5/26 14:42,15520,15530,1,20230526,cf2309,1,1.656,0.344,5,5
466,2023/5/26 14:31,2023/5/26 14:42,15545,15535,1,20230526,cf2309,1,-2.344,0.344,5,5
467,2023/5/26 14:56,2023/5/26 21:18,15500,15450,-1,20230529,cf2309,1,9.656,0.344,5,5
468,2023/5/26 21:39,2023/5/26 21:57,15485,15565,1,20230529,cf2309,1,15.656,0.344,5,5
469,2023/5/26 22:00,2023/5/26 22:07,15560,15570,1,20230529,cf2309,1,1.656,0.344,5,5
470,2023/5/26 21:58,2023/5/26 22:07,15590,15580,1,20230529,cf2309,1,-2.344,0.344,5,5
471,2023/5/29 9:00,2023/5/29 9:07,15655,15675,-1,20230529,cf2309,1,-4.344,0.344,5,5
472,2023/5/29 10:04,2023/5/29 10:12,15640,15670,-1,20230529,cf2309,1,-6.344,0.344,5,5
473,2023/5/29 9:08,2023/5/29 11:03,15690,15695,1,20230529,cf2309,1,0.656,0.344,5,5
474,2023/5/29 9:07,2023/5/29 11:05,15675,15700,1,20230529,cf2309,1,4.656,0.344,5,5
475,2023/5/29 14:17,2023/5/29 14:20,15650,15655,1,20230529,cf2309,1,0.656,0.344,5,5
476,2023/5/29 14:14,2023/5/29 14:48,15660,15665,1,20230529,cf2309,1,0.656,0.344,5,5
477,2023/5/26 10:47,2023/5/29 14:59,15340,15350,-1,20230529,cf2309,1,-2.344,0.344,5,5
478,2023/5/26 10:47,2023/5/29 14:59,15330,15375,-1,20230529,cf2309,1,-9.344,0.344,5,5
479,2023/5/29 21:00,2023/5/29 21:16,15645,15600,-1,20230530,cf2309,1,8.656,0.344,5,5
480,2023/5/29 14:59,2023/5/29 21:16,15640,15600,-1,20230530,cf2309,1,7.656,0.344,5,5
481,2023/5/29 21:17,2023/5/29 21:40,15585,15535,-1,20230530,cf2309,1,9.656,0.344,5,5
482,2023/5/29 22:03,2023/5/29 22:14,15560,15570,1,20230530,cf2309,1,1.656,0.344,5,5
483,2023/5/29 22:03,2023/5/29 22:14,15560,15570,1,20230530,cf2309,1,1.656,0.344,5,5
484,2023/5/29 22:26,2023/5/29 22:32,15560,15550,-1,20230530,cf2309,1,1.656,0.344,5,5
485,2023/5/29 22:24,2023/5/29 22:34,15545,15540,-1,20230530,cf2309,1,0.656,0.344,5,5
486,2023/5/29 22:34,2023/5/29 22:43,15540,15535,-1,20230530,cf2309,1,0.656,0.344,5,5
487,2023/5/29 22:44,2023/5/30 9:00,15535,15530,-1,20230530,cf2309,1,0.656,0.344,5,5
488,2023/5/30 9:08,2023/5/30 9:20,15555,15570,1,20230530,cf2309,1,2.656,0.344,5,5
489,2023/5/30 9:07,2023/5/30 9:20,15570,15575,1,20230530,cf2309,1,0.656,0.344,5,5
490,2023/5/30 10:13,2023/5/30 10:35,15610,15610,1,20230530,cf2309,1,-0.344,0.344,5,5
491,2023/5/30 11:21,2023/5/30 11:23,15540,15535,-1,20230530,cf2309,1,0.656,0.344,5,5
492,2023/5/30 11:05,2023/5/30 11:23,15555,15530,-1,20230530,cf2309,1,4.656,0.344,5,5
493,2023/5/30 11:04,2023/5/30 11:25,15545,15520,-1,20230530,cf2309,1,4.656,0.344,5,5
494,2023/5/30 14:39,2023/5/30 14:48,15500,15485,1,20230530,cf2309,1,-3.344,0.344,5,5
495,2023/5/30 21:46,2023/5/30 22:03,15550,15485,-1,20230531,cf2309,1,12.656,0.344,5,5
496,2023/5/30 21:46,2023/5/30 22:03,15540,15475,-1,20230531,cf2309,1,12.656,0.344,5,5
497,2023/5/30 9:21,2023/5/31 9:00,15585,15630,1,20230531,cf2309,1,8.656,0.344,5,5
498,2023/5/30 22:08,2023/5/31 9:00,15500,15510,-1,20230531,cf2309,1,-2.344,0.344,5,5
499,2023/5/30 22:07,2023/5/31 9:00,15485,15505,-1,20230531,cf2309,1,-4.344,0.344,5,5
500,2023/5/30 22:05,2023/5/31 9:00,15465,15500,-1,20230531,cf2309,1,-7.344,0.344,5,5
501,2023/5/31 9:14,2023/5/31 9:33,15515,15505,-1,20230531,cf2309,1,1.656,0.344,5,5
502,2023/5/31 10:34,2023/5/31 10:36,15525,15500,-1,20230531,cf2309,1,4.656,0.344,5,5
503,2023/5/31 9:01,2023/5/31 10:50,15510,15500,-1,20230531,cf2309,1,1.656,0.344,5,5
504,2023/5/31 11:04,2023/5/31 11:11,15510,15530,-1,20230531,cf2309,1,-4.344,0.344,5,5
505,2023/5/31 11:02,2023/5/31 11:15,15500,15515,-1,20230531,cf2309,1,-3.344,0.344,5,5
506,2023/5/31 11:00,2023/5/31 11:16,15490,15510,-1,20230531,cf2309,1,-4.344,0.344,5,5
507,2023/5/31 11:16,2023/5/31 11:21,15510,15520,1,20230531,cf2309,1,1.656,0.344,5,5
508,2023/5/31 13:43,2023/5/31 14:06,15500,15505,-1,20230531,cf2309,1,-1.344,0.344,5,5
509,2023/5/31 13:36,2023/5/31 14:11,15475,15495,-1,20230531,cf2309,1,-4.344,0.344,5,5
510,2023/5/31 14:48,2023/5/31 14:53,15510,15520,1,20230531,cf2309,1,1.656,0.344,5,5
511,2023/5/31 9:46,2023/5/31 21:21,15540,15545,1,20230601,cf2309,1,0.656,0.344,5,5
512,2023/5/31 21:06,2023/5/31 21:46,15480,15600,-1,20230601,cf2309,1,-24.344,0.344,5,5
513,2023/6/1 9:53,2023/6/1 10:10,15630,15645,1,20230601,cf2309,1,2.656,0.344,5,5
514,2023/6/1 14:23,2023/6/1 14:30,16310,16390,1,20230601,cf2309,1,15.656,0.344,5,5
515,2023/6/1 14:12,2023/6/1 14:37,16210,16395,1,20230601,cf2309,1,36.656,0.344,5,5
516,2023/6/1 14:49,2023/6/1 14:55,16355,16420,1,20230601,cf2309,1,12.656,0.344,5,5
517,2023/6/1 14:49,2023/6/1 14:55,16355,16425,1,20230601,cf2309,1,13.656,0.344,5,5
518,2023/6/1 14:40,2023/6/1 14:55,16430,16440,1,20230601,cf2309,1,1.656,0.344,5,5
519,2023/6/1 21:34,2023/6/1 21:45,16430,16440,1,20230602,cf2309,1,1.656,0.344,5,5
520,2023/6/1 21:34,2023/6/1 21:46,16470,16445,1,20230602,cf2309,1,-5.344,0.344,5,5
521,2023/6/1 21:31,2023/6/1 21:52,16460,16455,1,20230602,cf2309,1,-1.344,0.344,5,5
522,2023/6/1 22:25,2023/6/1 22:32,16480,16430,1,20230602,cf2309,1,-10.344,0.344,5,5
523,2023/6/1 22:16,2023/6/1 22:33,16470,16450,1,20230602,cf2309,1,-4.344,0.344,5,5
524,2023/6/2 11:01,2023/6/2 11:10,16390,16390,1,20230602,cf2309,1,-0.344,0.344,5,5
525,2023/6/2 11:00,2023/6/2 11:10,16405,16395,1,20230602,cf2309,1,-2.344,0.344,5,5
526,2023/6/2 13:30,2023/6/2 13:33,16430,16475,1,20230602,cf2309,1,8.656,0.344,5,5
527,2023/6/2 13:33,2023/6/2 13:42,16470,16465,1,20230602,cf2309,1,-1.344,0.344,5,5
528,2023/6/2 13:30,2023/6/2 13:43,16440,16470,1,20230602,cf2309,1,5.656,0.344,5,5
529,2023/6/1 22:14,2023/6/2 13:43,16485,16470,1,20230602,cf2309,1,-3.344,0.344,5,5
530,2023/6/2 13:45,2023/6/2 13:52,16440,16325,1,20230602,cf2309,1,-23.344,0.344,5,5
531,2023/6/2 13:45,2023/6/2 13:52,16450,16325,1,20230602,cf2309,1,-25.344,0.344,5,5
532,2023/6/2 13:43,2023/6/2 13:54,16480,16360,1,20230602,cf2309,1,-24.344,0.344,5,5
533,2023/6/2 14:42,2023/6/2 21:01,16305,16350,1,20230605,cf2309,1,8.656,0.344,5,5
534,2023/6/2 21:12,2023/6/2 21:35,16400,16635,1,20230605,cf2309,1,46.656,0.344,5,5
535,2023/6/2 21:39,2023/6/2 21:59,16710,16820,1,20230605,cf2309,1,21.656,0.344,5,5
536,2023/6/2 22:30,2023/6/2 22:40,16825,16815,1,20230605,cf2309,1,-2.344,0.344,5,5
537,2023/6/2 22:30,2023/6/2 22:40,16845,16820,1,20230605,cf2309,1,-5.344,0.344,5,5
538,2023/6/2 22:23,2023/6/2 22:40,16855,16830,1,20230605,cf2309,1,-5.344,0.344,5,5
539,2023/6/5 10:37,2023/6/5 11:07,16720,16735,1,20230605,cf2309,1,2.656,0.344,5,5
540,2023/6/5 10:37,2023/6/5 11:12,16725,16740,1,20230605,cf2309,1,2.656,0.344,5,5
541,2023/6/5 10:37,2023/6/5 11:12,16725,16740,1,20230605,cf2309,1,2.656,0.344,5,5
542,2023/6/5 14:28,2023/6/5 14:29,16855,16700,1,20230605,cf2309,1,-31.344,0.344,5,5
543,2023/6/5 14:28,2023/6/5 14:30,16855,16820,1,20230605,cf2309,1,-7.344,0.344,5,5
544,2023/6/5 22:11,2023/6/5 22:23,16830,16825,1,20230606,cf2309,1,-1.344,0.344,5,5
545,2023/6/5 22:11,2023/6/5 22:23,16840,16835,1,20230606,cf2309,1,-1.344,0.344,5,5
546,2023/6/6 9:16,2023/6/6 9:32,16825,16835,1,20230606,cf2309,1,1.656,0.344,5,5
547,2023/6/6 10:02,2023/6/6 10:05,16825,16840,1,20230606,cf2309,1,2.656,0.344,5,5
548,2023/6/6 9:13,2023/6/6 10:40,16845,16890,1,20230606,cf2309,1,8.656,0.344,5,5
549,2023/6/6 21:08,2023/6/6 21:38,16910,16805,1,20230607,cf2309,1,-21.344,0.344,5,5
550,2023/6/6 22:39,2023/6/7 9:00,16840,16830,1,20230607,cf2309,1,-2.344,0.344,5,5
551,2023/6/6 22:26,2023/6/7 9:00,16825,16850,1,20230607,cf2309,1,4.656,0.344,5,5
552,2023/6/6 22:23,2023/6/7 9:00,16840,16850,1,20230607,cf2309,1,1.656,0.344,5,5
553,2023/6/7 9:48,2023/6/7 9:55,16770,16795,1,20230607,cf2309,1,4.656,0.344,5,5
554,2023/6/7 9:47,2023/6/7 9:56,16785,16800,1,20230607,cf2309,1,2.656,0.344,5,5
555,2023/6/7 9:45,2023/6/7 9:56,16805,16800,1,20230607,cf2309,1,-1.344,0.344,5,5
556,2023/6/7 10:01,2023/6/7 10:09,16790,16745,1,20230607,cf2309,1,-9.344,0.344,5,5
557,2023/6/7 9:58,2023/6/7 11:03,16815,16650,1,20230607,cf2309,1,-33.344,0.344,5,5
558,2023/6/7 11:23,2023/6/7 13:46,16680,16660,1,20230607,cf2309,1,-4.344,0.344,5,5
559,2023/6/7 11:18,2023/6/7 14:18,16720,16695,1,20230607,cf2309,1,-5.344,0.344,5,5
560,2023/6/7 14:19,2023/6/7 21:01,16685,16825,1,20230608,cf2309,1,27.656,0.344,5,5
561,2023/6/7 21:20,2023/6/7 21:27,16855,16875,1,20230608,cf2309,1,3.656,0.344,5,5
562,2023/6/7 21:01,2023/6/7 21:28,16825,16880,1,20230608,cf2309,1,10.656,0.344,5,5
563,2023/6/8 11:24,2023/6/8 13:32,16820,16830,1,20230608,cf2309,1,1.656,0.344,5,5
564,2023/6/8 11:07,2023/6/8 13:33,16840,16835,1,20230608,cf2309,1,-1.344,0.344,5,5
565,2023/6/8 14:31,2023/6/8 14:38,16820,16825,1,20230608,cf2309,1,0.656,0.344,5,5
566,2023/6/8 14:23,2023/6/8 14:39,16820,16835,1,20230608,cf2309,1,2.656,0.344,5,5
567,2023/6/8 14:49,2023/6/8 14:57,16840,16845,1,20230608,cf2309,1,0.656,0.344,5,5
568,2023/6/8 21:10,2023/6/8 21:17,16910,16930,1,20230609,cf2309,1,3.656,0.344,5,5
569,2023/6/8 14:57,2023/6/8 21:24,16845,16935,1,20230609,cf2309,1,17.656,0.344,5,5
570,2023/6/9 9:09,2023/6/9 9:11,16810,16790,1,20230609,cf2309,1,-4.344,0.344,5,5
571,2023/6/9 9:02,2023/6/9 9:24,16845,16805,1,20230609,cf2309,1,-8.344,0.344,5,5
572,2023/6/9 10:43,2023/6/9 10:55,16780,16790,1,20230609,cf2309,1,1.656,0.344,5,5
573,2023/6/9 13:45,2023/6/9 14:15,16825,16860,1,20230609,cf2309,1,6.656,0.344,5,5
574,2023/6/9 14:19,2023/6/9 14:47,16850,16785,1,20230609,cf2309,1,-13.344,0.344,5,5
575,2023/6/9 22:03,2023/6/9 22:23,16725,16695,1,20230612,cf2309,1,-6.344,0.344,5,5
576,2023/6/9 22:50,2023/6/12 9:01,16695,16690,1,20230612,cf2309,1,-1.344,0.344,5,5
577,2023/6/12 13:35,2023/6/12 14:47,16670,16680,1,20230612,cf2309,1,1.656,0.344,5,5
578,2023/6/12 14:47,2023/6/12 14:59,16675,16865,1,20230612,cf2309,1,37.656,0.344,5,5
579,2023/6/12 21:00,2023/6/12 21:17,16730,16810,1,20230613,cf2309,1,15.656,0.344,5,5
580,2023/6/9 14:16,2023/6/12 21:18,16865,16820,1,20230613,cf2309,1,-9.344,0.344,5,5
581,2023/6/12 22:28,2023/6/12 22:47,16690,16660,1,20230613,cf2309,1,-6.344,0.344,5,5
582,2023/6/12 22:26,2023/6/13 9:15,16695,16700,1,20230613,cf2309,1,0.656,0.344,5,5
583,2023/6/12 22:23,2023/6/13 9:15,16710,16700,1,20230613,cf2309,1,-2.344,0.344,5,5
584,2023/6/13 9:31,2023/6/13 9:36,16715,16720,1,20230613,cf2309,1,0.656,0.344,5,5
585,2023/6/13 9:25,2023/6/13 9:44,16730,16725,1,20230613,cf2309,1,-1.344,0.344,5,5
586,2023/6/13 9:56,2023/6/13 10:01,16740,16760,1,20230613,cf2309,1,3.656,0.344,5,5
587,2023/6/13 9:53,2023/6/13 10:01,16740,16760,1,20230613,cf2309,1,3.656,0.344,5,5
588,2023/6/13 9:50,2023/6/13 10:01,16760,16765,1,20230613,cf2309,1,0.656,0.344,5,5
589,2023/6/13 13:41,2023/6/13 14:18,16750,16850,1,20230613,cf2309,1,19.656,0.344,5,5
590,2023/6/13 14:44,2023/6/13 21:00,16860,16880,1,20230614,cf2309,1,3.656,0.344,5,5
591,2023/6/13 14:36,2023/6/13 21:00,16885,16880,1,20230614,cf2309,1,-1.344,0.344,5,5
592,2023/6/13 21:03,2023/6/13 21:11,16850,16850,1,20230614,cf2309,1,-0.344,0.344,5,5
593,2023/6/13 22:37,2023/6/13 22:42,16790,16810,1,20230614,cf2309,1,3.656,0.344,5,5
594,2023/6/13 21:03,2023/6/14 9:00,16880,16855,1,20230614,cf2309,1,-5.344,0.344,5,5
595,2023/6/14 10:10,2023/6/14 10:32,16770,16780,1,20230614,cf2309,1,1.656,0.344,5,5
596,2023/6/14 10:04,2023/6/14 10:33,16780,16785,1,20230614,cf2309,1,0.656,0.344,5,5
597,2023/6/14 11:10,2023/6/14 14:30,16840,16850,1,20230614,cf2309,1,1.656,0.344,5,5
598,2023/6/14 11:01,2023/6/14 14:30,16840,16850,1,20230614,cf2309,1,1.656,0.344,5,5
599,2023/6/14 14:31,2023/6/14 14:46,16845,16840,1,20230614,cf2309,1,-1.344,0.344,5,5
600,2023/6/14 11:01,2023/6/14 21:32,16855,16860,1,20230615,cf2309,1,0.656,0.344,5,5
601,2023/6/14 21:34,2023/6/14 21:42,16820,16890,1,20230615,cf2309,1,13.656,0.344,5,5
602,2023/6/14 21:33,2023/6/14 21:42,16840,16895,1,20230615,cf2309,1,10.656,0.344,5,5
603,2023/6/14 22:08,2023/6/14 22:57,16930,16900,1,20230615,cf2309,1,-6.344,0.344,5,5
604,2023/6/15 9:02,2023/6/15 9:17,16890,16860,1,20230615,cf2309,1,-6.344,0.344,5,5
605,2023/6/15 9:02,2023/6/15 9:20,16890,16875,1,20230615,cf2309,1,-3.344,0.344,5,5
606,2023/6/15 9:48,2023/6/15 9:59,16895,16915,1,20230615,cf2309,1,3.656,0.344,5,5
607,2023/6/15 10:02,2023/6/15 10:42,16935,16895,1,20230615,cf2309,1,-8.344,0.344,5,5
608,2023/6/15 14:37,2023/6/15 14:43,16840,16790,1,20230615,cf2309,1,-10.344,0.344,5,5
609,2023/6/15 14:33,2023/6/15 14:50,16865,16810,1,20230615,cf2309,1,-11.344,0.344,5,5
610,2023/6/15 22:01,2023/6/15 22:15,16815,16825,1,20230616,cf2309,1,1.656,0.344,5,5
611,2023/6/15 22:15,2023/6/16 9:00,16825,16835,1,20230616,cf2309,1,1.656,0.344,5,5
612,2023/6/16 9:10,2023/6/16 9:17,16820,16830,1,20230616,cf2309,1,1.656,0.344,5,5
613,2023/6/16 9:22,2023/6/16 9:36,16865,16870,1,20230616,cf2309,1,0.656,0.344,5,5
614,2023/6/16 9:36,2023/6/16 9:47,16875,16880,1,20230616,cf2309,1,0.656,0.344,5,5
615,2023/6/16 9:48,2023/6/16 10:37,16875,16880,1,20230616,cf2309,1,0.656,0.344,5,5
616,2023/6/16 9:47,2023/6/16 10:37,16885,16885,1,20230616,cf2309,1,-0.344,0.344,5,5
617,2023/6/16 10:40,2023/6/16 10:51,16870,16870,1,20230616,cf2309,1,-0.344,0.344,5,5
618,2023/6/16 10:38,2023/6/16 11:10,16895,16880,1,20230616,cf2309,1,-3.344,0.344,5,5
619,2023/6/16 11:27,2023/6/16 13:30,16900,16920,1,20230616,cf2309,1,3.656,0.344,5,5
620,2023/6/16 21:11,2023/6/16 21:18,16845,16860,1,20230619,cf2309,1,2.656,0.344,5,5
621,2023/6/16 21:08,2023/6/16 21:19,16860,16865,1,20230619,cf2309,1,0.656,0.344,5,5
622,2023/6/16 21:54,2023/6/16 22:10,16870,16880,1,20230619,cf2309,1,1.656,0.344,5,5
623,2023/6/16 21:52,2023/6/16 22:11,16875,16885,1,20230619,cf2309,1,1.656,0.344,5,5
624,2023/6/16 13:46,2023/6/19 9:00,16925,16970,1,20230619,cf2309,1,8.656,0.344,5,5
625,2023/6/19 14:57,2023/6/19 21:00,16460,16495,1,20230620,cf2309,1,6.656,0.344,5,5
626,2023/6/19 14:56,2023/6/19 21:00,16465,16495,1,20230620,cf2309,1,5.656,0.344,5,5
627,2023/6/19 14:55,2023/6/19 21:00,16475,16500,1,20230620,cf2309,1,4.656,0.344,5,5
628,2023/6/19 21:02,2023/6/19 21:11,16460,16465,1,20230620,cf2309,1,0.656,0.344,5,5
629,2023/6/19 21:00,2023/6/19 21:11,16480,16465,1,20230620,cf2309,1,-3.344,0.344,5,5
630,2023/6/19 21:00,2023/6/19 21:13,16500,16475,1,20230620,cf2309,1,-5.344,0.344,5,5
631,2023/6/19 22:22,2023/6/19 22:30,16560,16570,1,20230620,cf2309,1,1.656,0.344,5,5
632,2023/6/20 10:33,2023/6/20 10:43,16670,16685,1,20230620,cf2309,1,2.656,0.344,5,5
633,2023/6/20 10:30,2023/6/20 10:43,16685,16685,1,20230620,cf2309,1,-0.344,0.344,5,5
634,2023/6/20 10:53,2023/6/20 10:59,16710,16715,1,20230620,cf2309,1,0.656,0.344,5,5
635,2023/6/20 13:52,2023/6/20 14:38,16710,16705,1,20230620,cf2309,1,-1.344,0.344,5,5
636,2023/6/20 14:42,2023/6/20 14:53,16710,16705,1,20230620,cf2309,1,-1.344,0.344,5,5
637,2023/6/21 9:05,2023/6/21 9:18,16590,16605,1,20230621,cf2309,1,2.656,0.344,5,5
638,2023/6/20 22:49,2023/6/21 9:19,16590,16610,1,20230621,cf2309,1,3.656,0.344,5,5
639,2023/6/21 14:43,2023/6/21 14:50,16370,16370,1,20230621,cf2309,1,-0.344,0.344,5,5
640,2023/6/21 14:43,2023/6/21 14:50,16370,16370,1,20230621,cf2309,1,-0.344,0.344,5,5
641,2023/6/21 14:43,2023/6/26 9:11,16370,16380,1,20230626,cf2309,1,1.656,0.344,5,5
642,2023/6/27 9:36,2023/6/27 9:46,16210,16215,1,20230627,cf2309,1,0.656,0.344,5,5
643,2023/6/27 11:01,2023/6/27 11:14,16160,16175,1,20230627,cf2309,1,2.656,0.344,5,5
644,2023/6/26 22:06,2023/6/27 13:38,16270,16265,1,20230627,cf2309,1,-1.344,0.344,5,5
645,2023/6/27 13:47,2023/6/27 14:03,16270,16300,1,20230627,cf2309,1,5.656,0.344,5,5
646,2023/6/27 13:39,2023/6/27 14:03,16235,16300,1,20230627,cf2309,1,12.656,0.344,5,5
647,2023/6/27 14:22,2023/6/27 14:59,16350,16360,1,20230627,cf2309,1,1.656,0.344,5,5
648,2023/6/27 22:03,2023/6/27 22:19,16305,16350,1,20230628,cf2309,1,8.656,0.344,5,5
649,2023/6/28 10:08,2023/6/28 10:30,16260,16255,1,20230628,cf2309,1,-1.344,0.344,5,5
650,2023/6/28 10:08,2023/6/28 10:31,16260,16265,1,20230628,cf2309,1,0.656,0.344,5,5
651,2023/6/27 22:19,2023/6/28 11:18,16355,16360,1,20230628,cf2309,1,0.656,0.344,5,5
652,2023/6/28 11:24,2023/6/28 13:44,16320,16320,1,20230628,cf2309,1,-0.344,0.344,5,5
653,2023/6/28 14:12,2023/6/28 14:19,16320,16300,1,20230628,cf2309,1,-4.344,0.344,5,5
654,2023/6/28 14:09,2023/6/28 14:42,16335,16325,1,20230628,cf2309,1,-2.344,0.344,5,5
655,2023/6/28 14:53,2023/6/28 21:05,16335,16335,1,20230629,cf2309,1,-0.344,0.344,5,5
656,2023/6/28 21:12,2023/6/28 21:20,16340,16350,1,20230629,cf2309,1,1.656,0.344,5,5
657,2023/6/28 21:08,2023/6/28 21:29,16380,16355,1,20230629,cf2309,1,-5.344,0.344,5,5
658,2023/6/28 22:54,2023/6/28 22:58,16335,16335,1,20230629,cf2309,1,-0.344,0.344,5,5
659,2023/6/28 22:54,2023/6/29 9:02,16335,16345,1,20230629,cf2309,1,1.656,0.344,5,5
660,2023/6/29 9:07,2023/6/29 9:12,16320,16280,1,20230629,cf2309,1,-8.344,0.344,5,5
661,2023/6/29 9:06,2023/6/29 13:31,16335,16295,1,20230629,cf2309,1,-8.344,0.344,5,5
662,2023/6/29 9:02,2023/6/29 13:31,16345,16305,1,20230629,cf2309,1,-8.344,0.344,5,5
