表头注释,开仓时间,平仓时间,开仓价格,平仓价格,多空方向,平仓交易日,合约代码,成交量,收益,手续费,最小报价单位,交易单位
663,2023/6/29 13:43,2023/6/29 14:08,16300,16310,1,20230629,cf2309,1,1.656,0.344,5,5
664,2023/6/29 13:43,2023/6/29 14:08,16300,16310,1,20230629,cf2309,1,1.656,0.344,5,5
665,2023/6/29 14:21,2023/6/29 22:04,16300,16310,1,20230630,cf2309,1,1.656,0.344,5,5
666,2023/6/29 14:21,2023/6/29 22:04,16305,16310,1,20230630,cf2309,1,0.656,0.344,5,5
667,2023/6/29 14:21,2023/6/29 22:06,16305,16315,1,20230630,cf2309,1,1.656,0.344,5,5
668,2023/6/29 22:07,2023/6/29 22:43,16310,16295,1,20230630,cf2309,1,-3.344,0.344,5,5
669,2023/6/30 9:43,2023/6/30 9:47,16400,16410,1,20230630,cf2309,1,1.656,0.344,5,5
670,2023/6/30 9:43,2023/6/30 9:47,16400,16410,1,20230630,cf2309,1,1.656,0.344,5,5
671,2023/6/30 9:52,2023/6/30 10:36,16435,16770,1,20230630,cf2309,1,66.656,0.344,5,5
672,2023/6/30 14:41,2023/6/30 14:51,16675,16680,1,20230630,cf2309,1,0.656,0.344,5,5
673,2023/6/30 14:57,2023/6/30 21:01,16660,16680,1,20230703,cf2309,1,3.656,0.344,5,5
674,2023/6/30 14:54,2023/6/30 21:01,16670,16685,1,20230703,cf2309,1,2.656,0.344,5,5
675,2023/6/30 14:52,2023/6/30 21:01,16680,16695,1,20230703,cf2309,1,2.656,0.344,5,5
676,2023/6/30 21:03,2023/6/30 21:10,16670,16695,1,20230703,cf2309,1,4.656,0.344,5,5
677,2023/6/30 22:01,2023/6/30 22:05,16675,16685,1,20230703,cf2309,1,1.656,0.344,5,5
678,2023/6/30 21:01,2023/6/30 22:06,16690,16700,1,20230703,cf2309,1,1.656,0.344,5,5
679,2023/6/30 22:34,2023/6/30 22:48,16740,16770,1,20230703,cf2309,1,5.656,0.344,5,5
680,2023/7/3 9:01,2023/7/3 9:03,16815,16840,1,20230703,cf2309,1,4.656,0.344,5,5
681,2023/7/3 9:06,2023/7/3 13:33,16770,16815,1,20230703,cf2309,1,8.656,0.344,5,5
682,2023/7/3 9:04,2023/7/3 13:34,16815,16820,1,20230703,cf2309,1,0.656,0.344,5,5
683,2023/7/3 13:40,2023/7/3 14:06,16810,16825,1,20230703,cf2309,1,2.656,0.344,5,5
684,2023/7/3 14:27,2023/7/3 14:32,16810,16790,1,20230703,cf2309,1,-4.344,0.344,5,5
685,2023/7/3 14:23,2023/7/3 14:44,16840,16800,1,20230703,cf2309,1,-8.344,0.344,5,5
686,2023/6/1 9:31,2023/7/3 14:59,15610,15535,-1,20230703,cf2309,1,14.656,0.344,5,5
687,2023/6/1 9:27,2023/7/3 14:59,15595,15595,-1,20230703,cf2309,1,-0.344,0.344,5,5
688,2023/5/31 21:05,2023/7/3 14:59,15465,15590,-1,20230703,cf2309,1,-25.344,0.344,5,5
689,2023/7/3 21:09,2023/7/3 21:30,16800,16765,1,20230704,cf2309,1,-7.344,0.344,5,5
690,2023/7/3 21:28,2023/7/3 21:51,16750,16770,-1,20230704,cf2309,1,-4.344,0.344,5,5
691,2023/7/3 21:17,2023/7/3 22:02,16765,16755,-1,20230704,cf2309,1,1.656,0.344,5,5
692,2023/7/3 22:37,2023/7/3 22:53,16770,16770,1,20230704,cf2309,1,-0.344,0.344,5,5
693,2023/7/3 22:11,2023/7/4 9:00,16750,16740,-1,20230704,cf2309,1,1.656,0.344,5,5
694,2023/7/3 22:09,2023/7/4 9:00,16735,16740,-1,20230704,cf2309,1,-1.344,0.344,5,5
695,2023/7/4 9:21,2023/7/4 9:29,16700,16690,-1,20230704,cf2309,1,1.656,0.344,5,5
696,2023/7/4 9:03,2023/7/4 9:29,16740,16690,-1,20230704,cf2309,1,9.656,0.344,5,5
697,2023/7/4 9:53,2023/7/4 10:00,16700,16710,1,20230704,cf2309,1,1.656,0.344,5,5
698,2023/7/4 10:31,2023/7/4 10:56,16690,16660,-1,20230704,cf2309,1,5.656,0.344,5,5
699,2023/7/4 11:04,2023/7/4 11:12,16650,16630,-1,20230704,cf2309,1,3.656,0.344,5,5
700,2023/7/4 13:31,2023/7/4 13:51,16610,16525,-1,20230704,cf2309,1,16.656,0.344,5,5
701,2023/7/4 13:51,2023/7/4 14:19,16510,16495,-1,20230704,cf2309,1,2.656,0.344,5,5
702,2023/7/4 14:51,2023/7/4 14:59,16530,16815,1,20230704,cf2309,1,56.656,0.344,5,5
703,2023/7/3 21:05,2023/7/4 14:59,16815,16815,1,20230704,cf2309,1,-0.344,0.344,5,5
704,2023/7/3 21:03,2023/7/4 21:00,16850,16540,1,20230705,cf2309,1,-62.344,0.344,5,5
705,2023/7/4 21:00,2023/7/4 21:12,16525,16525,1,20230705,cf2309,1,-0.344,0.344,5,5
706,2023/7/4 21:00,2023/7/4 21:33,16535,16530,1,20230705,cf2309,1,-1.344,0.344,5,5
707,2023/7/4 21:41,2023/7/4 21:59,16535,16560,1,20230705,cf2309,1,4.656,0.344,5,5
708,2023/7/4 21:59,2023/7/4 22:10,16565,16595,1,20230705,cf2309,1,5.656,0.344,5,5
709,2023/7/4 22:59,2023/7/5 9:05,16575,16580,1,20230705,cf2309,1,0.656,0.344,5,5
710,2023/7/4 22:59,2023/7/5 9:05,16585,16590,1,20230705,cf2309,1,0.656,0.344,5,5
711,2023/7/5 9:13,2023/7/5 9:15,16615,16625,1,20230705,cf2309,1,1.656,0.344,5,5
712,2023/7/5 9:18,2023/7/5 9:27,16600,16595,1,20230705,cf2309,1,-1.344,0.344,5,5
713,2023/7/5 9:15,2023/7/5 9:30,16625,16605,1,20230705,cf2309,1,-4.344,0.344,5,5
714,2023/7/5 10:03,2023/7/5 10:12,16565,16565,-1,20230705,cf2309,1,-0.344,0.344,5,5
715,2023/7/5 10:02,2023/7/5 10:14,16545,16555,-1,20230705,cf2309,1,-2.344,0.344,5,5
716,2023/7/5 10:32,2023/7/5 10:42,16550,16555,-1,20230705,cf2309,1,-1.344,0.344,5,5
717,2023/7/5 10:30,2023/7/5 10:44,16530,16550,-1,20230705,cf2309,1,-4.344,0.344,5,5
718,2023/7/5 10:53,2023/7/5 11:04,16525,16520,-1,20230705,cf2309,1,0.656,0.344,5,5
719,2023/7/5 11:04,2023/7/5 11:15,16520,16515,-1,20230705,cf2309,1,0.656,0.344,5,5
720,2023/7/5 13:35,2023/7/5 13:52,16540,16555,1,20230705,cf2309,1,2.656,0.344,5,5
721,2023/7/5 13:52,2023/7/5 14:12,16555,16570,1,20230705,cf2309,1,2.656,0.344,5,5
722,2023/7/5 14:27,2023/7/5 14:46,16575,16565,1,20230705,cf2309,1,-2.344,0.344,5,5
723,2023/7/5 14:40,2023/7/5 14:52,16550,16545,-1,20230705,cf2309,1,0.656,0.344,5,5
724,2023/7/5 14:54,2023/7/5 21:09,16545,16545,-1,20230706,cf2309,1,-0.344,0.344,5,5
725,2023/7/5 21:07,2023/7/5 21:13,16550,16570,1,20230706,cf2309,1,3.656,0.344,5,5
726,2023/7/5 21:07,2023/7/5 21:17,16565,16575,1,20230706,cf2309,1,1.656,0.344,5,5
727,2023/7/5 21:05,2023/7/5 21:17,16590,16575,1,20230706,cf2309,1,-3.344,0.344,5,5
728,2023/7/5 22:20,2023/7/5 22:24,16560,16555,-1,20230706,cf2309,1,0.656,0.344,5,5
729,2023/7/6 9:01,2023/7/6 9:10,16520,16525,-1,20230706,cf2309,1,-1.344,0.344,5,5
730,2023/7/6 9:01,2023/7/6 9:11,16510,16520,-1,20230706,cf2309,1,-2.344,0.344,5,5
731,2023/7/6 9:00,2023/7/6 9:11,16495,16520,-1,20230706,cf2309,1,-5.344,0.344,5,5
732,2023/7/6 9:24,2023/7/6 9:30,16500,16485,-1,20230706,cf2309,1,2.656,0.344,5,5
733,2023/7/6 9:21,2023/7/6 9:30,16500,16485,-1,20230706,cf2309,1,2.656,0.344,5,5
734,2023/7/6 9:52,2023/7/6 9:55,16510,16515,1,20230706,cf2309,1,0.656,0.344,5,5
735,2023/7/6 9:58,2023/7/6 10:05,16515,16525,1,20230706,cf2309,1,1.656,0.344,5,5
736,2023/7/6 10:42,2023/7/6 11:09,16500,16565,-1,20230706,cf2309,1,-13.344,0.344,5,5
737,2023/7/6 13:35,2023/7/6 13:39,16570,16555,-1,20230706,cf2309,1,2.656,0.344,5,5
738,2023/7/6 13:35,2023/7/6 13:39,16565,16555,-1,20230706,cf2309,1,1.656,0.344,5,5
739,2023/7/5 21:22,2023/7/6 13:52,16600,16605,1,20230706,cf2309,1,0.656,0.344,5,5
740,2023/7/6 13:52,2023/7/6 14:02,16600,16610,1,20230706,cf2309,1,1.656,0.344,5,5
741,2023/7/6 14:05,2023/7/6 14:13,16590,16595,1,20230706,cf2309,1,0.656,0.344,5,5
742,2023/7/6 14:02,2023/7/6 14:14,16610,16605,1,20230706,cf2309,1,-1.344,0.344,5,5
743,2023/7/6 14:46,2023/7/6 14:55,16565,16565,-1,20230706,cf2309,1,-0.344,0.344,5,5
744,2023/7/6 13:35,2023/7/6 21:00,16565,16550,-1,20230707,cf2309,1,2.656,0.344,5,5
745,2023/7/6 21:01,2023/7/6 21:08,16570,16665,-1,20230707,cf2309,1,-19.344,0.344,5,5
746,2023/7/6 21:08,2023/7/6 21:16,16665,16685,1,20230707,cf2309,1,3.656,0.344,5,5
747,2023/7/6 21:00,2023/7/6 21:44,16555,16740,-1,20230707,cf2309,1,-37.344,0.344,5,5
748,2023/7/6 21:45,2023/7/6 21:51,16750,16750,1,20230707,cf2309,1,-0.344,0.344,5,5
749,2023/7/6 22:09,2023/7/6 22:14,16700,16650,-1,20230707,cf2309,1,9.656,0.344,5,5
750,2023/7/6 21:00,2023/7/6 22:33,16540,16630,-1,20230707,cf2309,1,-18.344,0.344,5,5
751,2023/7/6 22:59,2023/7/7 9:54,16660,16690,1,20230707,cf2309,1,5.656,0.344,5,5
752,2023/7/7 10:03,2023/7/7 10:06,16690,16705,1,20230707,cf2309,1,2.656,0.344,5,5
753,2023/7/7 10:55,2023/7/7 11:15,16685,16685,-1,20230707,cf2309,1,-0.344,0.344,5,5
754,2023/7/7 13:47,2023/7/7 14:17,16720,16730,1,20230707,cf2309,1,1.656,0.344,5,5
755,2023/7/7 14:09,2023/7/7 14:24,16710,16710,-1,20230707,cf2309,1,-0.344,0.344,5,5
756,2023/7/7 14:05,2023/7/7 14:25,16695,16705,-1,20230707,cf2309,1,-2.344,0.344,5,5
757,2023/7/7 14:47,2023/7/7 14:56,16700,16685,-1,20230707,cf2309,1,2.656,0.344,5,5
758,2023/7/6 21:37,2023/7/7 14:59,16765,16760,1,20230707,cf2309,1,-1.344,0.344,5,5
759,2023/7/7 21:00,2023/7/7 21:04,16705,16655,-1,20230710,cf2309,1,9.656,0.344,5,5
760,2023/7/7 21:12,2023/7/7 21:16,16675,16665,-1,20230710,cf2309,1,1.656,0.344,5,5
761,2023/7/7 14:57,2023/7/7 21:16,16685,16660,-1,20230710,cf2309,1,4.656,0.344,5,5
762,2023/7/7 9:22,2023/7/7 21:22,16660,16650,-1,20230710,cf2309,1,1.656,0.344,5,5
763,2023/7/7 21:33,2023/7/7 21:43,16650,16670,-1,20230710,cf2309,1,-4.344,0.344,5,5
764,2023/7/7 21:27,2023/7/7 22:05,16650,16665,-1,20230710,cf2309,1,-3.344,0.344,5,5
765,2023/7/7 22:14,2023/7/7 22:21,16655,16650,-1,20230710,cf2309,1,0.656,0.344,5,5
766,2023/7/7 21:45,2023/7/7 22:38,16680,16675,1,20230710,cf2309,1,-1.344,0.344,5,5
767,2023/7/7 22:21,2023/7/7 22:41,16650,16650,-1,20230710,cf2309,1,-0.344,0.344,5,5
768,2023/7/10 9:03,2023/7/10 9:10,16670,16695,1,20230710,cf2309,1,4.656,0.344,5,5
769,2023/7/7 22:48,2023/7/10 9:13,16645,16660,-1,20230710,cf2309,1,-3.344,0.344,5,5
770,2023/7/10 9:23,2023/7/10 9:28,16660,16645,-1,20230710,cf2309,1,2.656,0.344,5,5
771,2023/7/10 9:19,2023/7/10 9:28,16650,16645,-1,20230710,cf2309,1,0.656,0.344,5,5
772,2023/7/10 9:16,2023/7/10 9:28,16635,16640,-1,20230710,cf2309,1,-1.344,0.344,5,5
773,2023/7/10 9:03,2023/7/10 10:44,16690,16700,1,20230710,cf2309,1,1.656,0.344,5,5
774,2023/7/10 11:22,2023/7/10 11:26,16680,16680,-1,20230710,cf2309,1,-0.344,0.344,5,5
775,2023/7/10 11:22,2023/7/10 13:31,16680,16670,-1,20230710,cf2309,1,1.656,0.344,5,5
776,2023/7/10 13:40,2023/7/10 13:47,16670,16680,1,20230710,cf2309,1,1.656,0.344,5,5
777,2023/7/10 13:40,2023/7/10 13:49,16690,16685,1,20230710,cf2309,1,-1.344,0.344,5,5
778,2023/7/10 14:23,2023/7/10 14:37,16670,16660,-1,20230710,cf2309,1,1.656,0.344,5,5
779,2023/7/10 21:01,2023/7/10 21:07,16635,16590,-1,20230711,cf2309,1,8.656,0.344,5,5
780,2023/7/10 21:00,2023/7/10 21:08,16610,16590,-1,20230711,cf2309,1,3.656,0.344,5,5
781,2023/7/10 21:11,2023/7/10 21:43,16605,16620,-1,20230711,cf2309,1,-3.344,0.344,5,5
782,2023/7/10 22:37,2023/7/10 22:38,16605,16590,-1,20230711,cf2309,1,2.656,0.344,5,5
783,2023/7/10 22:39,2023/7/10 22:49,16610,16610,-1,20230711,cf2309,1,-0.344,0.344,5,5
784,2023/7/10 13:55,2023/7/11 9:00,16695,16700,1,20230711,cf2309,1,0.656,0.344,5,5
785,2023/7/10 10:50,2023/7/11 9:00,16695,16695,1,20230711,cf2309,1,-0.344,0.344,5,5
786,2023/7/10 21:09,2023/7/11 9:00,16580,16605,-1,20230711,cf2309,1,-5.344,0.344,5,5
787,2023/7/11 9:13,2023/7/11 9:19,16660,16660,1,20230711,cf2309,1,-0.344,0.344,5,5
788,2023/7/11 11:15,2023/7/11 13:30,16660,16685,1,20230711,cf2309,1,4.656,0.344,5,5
789,2023/7/11 11:12,2023/7/11 14:27,16660,16695,1,20230711,cf2309,1,6.656,0.344,5,5
790,2023/7/11 22:06,2023/7/11 22:11,17120,17165,1,20230712,cf2309,1,8.656,0.344,5,5
791,2023/7/11 22:06,2023/7/11 22:11,17125,17165,1,20230712,cf2309,1,7.656,0.344,5,5
792,2023/7/11 21:55,2023/7/11 22:11,17120,17165,1,20230712,cf2309,1,8.656,0.344,5,5
793,2023/7/12 9:17,2023/7/12 9:35,17205,17200,1,20230712,cf2309,1,-1.344,0.344,5,5
794,2023/7/12 9:40,2023/7/12 10:00,17220,17265,1,20230712,cf2309,1,8.656,0.344,5,5
795,2023/7/12 10:36,2023/7/12 10:40,17250,17220,1,20230712,cf2309,1,-6.344,0.344,5,5
796,2023/7/12 10:33,2023/7/12 10:42,17265,17240,1,20230712,cf2309,1,-5.344,0.344,5,5
797,2023/7/12 10:32,2023/7/12 10:53,17280,17240,1,20230712,cf2309,1,-8.344,0.344,5,5
798,2023/7/12 9:00,2023/7/12 13:43,17190,17160,-1,20230712,cf2309,1,5.656,0.344,5,5
799,2023/7/12 21:09,2023/7/12 21:12,17210,17225,1,20230713,cf2309,1,2.656,0.344,5,5
800,2023/7/12 14:37,2023/7/12 21:34,17160,17240,1,20230713,cf2309,1,15.656,0.344,5,5
801,2023/7/12 21:50,2023/7/12 22:17,17270,17250,1,20230713,cf2309,1,-4.344,0.344,5,5
802,2023/7/12 22:43,2023/7/12 22:52,17270,17275,1,20230713,cf2309,1,0.656,0.344,5,5
803,2023/7/13 9:19,2023/7/13 9:22,17160,17140,-1,20230713,cf2309,1,3.656,0.344,5,5
804,2023/7/13 9:57,2023/7/13 10:12,17190,17190,1,20230713,cf2309,1,-0.344,0.344,5,5
805,2023/7/13 10:30,2023/7/13 10:38,17215,17225,1,20230713,cf2309,1,1.656,0.344,5,5
806,2023/7/13 10:38,2023/7/13 10:59,17225,17200,1,20230713,cf2309,1,-5.344,0.344,5,5
807,2023/7/13 10:58,2023/7/13 11:11,17180,17200,-1,20230713,cf2309,1,-4.344,0.344,5,5
808,2023/7/13 11:22,2023/7/13 13:40,17215,17230,1,20230713,cf2309,1,2.656,0.344,5,5
809,2023/7/13 11:20,2023/7/13 13:40,17230,17230,1,20230713,cf2309,1,-0.344,0.344,5,5
810,2023/7/13 13:50,2023/7/13 13:59,17235,17195,1,20230713,cf2309,1,-8.344,0.344,5,5
811,2023/7/13 13:40,2023/7/13 14:07,17240,17225,1,20230713,cf2309,1,-3.344,0.344,5,5
812,2023/7/13 14:01,2023/7/13 14:23,17210,17210,-1,20230713,cf2309,1,-0.344,0.344,5,5
813,2023/7/13 14:34,2023/7/13 14:42,17230,17235,1,20230713,cf2309,1,0.656,0.344,5,5
814,2023/7/13 14:32,2023/7/13 14:43,17240,17245,1,20230713,cf2309,1,0.656,0.344,5,5
815,2023/7/13 21:00,2023/7/13 21:10,17205,17260,-1,20230714,cf2309,1,-11.344,0.344,5,5
816,2023/7/13 21:13,2023/7/13 21:21,17230,17240,1,20230714,cf2309,1,1.656,0.344,5,5
817,2023/7/13 21:09,2023/7/13 21:46,17275,17250,1,20230714,cf2309,1,-5.344,0.344,5,5
818,2023/7/13 22:33,2023/7/13 22:41,17205,17200,-1,20230714,cf2309,1,0.656,0.344,5,5
819,2023/7/14 9:17,2023/7/14 9:37,17170,17100,-1,20230714,cf2309,1,13.656,0.344,5,5
820,2023/7/14 10:01,2023/7/14 10:49,17140,17165,1,20230714,cf2309,1,4.656,0.344,5,5
821,2023/7/14 10:55,2023/7/14 11:08,17130,17140,1,20230714,cf2309,1,1.656,0.344,5,5
822,2023/7/14 10:55,2023/7/14 11:08,17135,17140,1,20230714,cf2309,1,0.656,0.344,5,5
823,2023/7/13 21:53,2023/7/14 14:59,17260,17255,1,20230714,cf2309,1,-1.344,0.344,5,5
824,2023/7/14 21:00,2023/7/14 21:14,17180,17135,-1,20230717,cf2309,1,8.656,0.344,5,5
825,2023/7/14 21:08,2023/7/14 21:20,17145,17130,1,20230717,cf2309,1,-3.344,0.344,5,5
826,2023/7/14 21:08,2023/7/14 21:35,17145,17115,1,20230717,cf2309,1,-6.344,0.344,5,5
827,2023/7/11 14:01,2023/7/17 9:00,16660,16655,-1,20230717,cf2309,1,0.656,0.344,5,5
828,2023/7/11 13:53,2023/7/17 9:00,16655,16660,-1,20230717,cf2309,1,-1.344,0.344,5,5
829,2023/7/17 9:01,2023/7/17 9:08,16930,16880,-1,20230717,cf2309,1,9.656,0.344,5,5
830,2023/7/17 9:01,2023/7/17 9:08,16915,16880,-1,20230717,cf2309,1,6.656,0.344,5,5
831,2023/7/17 9:01,2023/7/17 9:08,16915,16870,-1,20230717,cf2309,1,8.656,0.344,5,5
832,2023/7/17 11:19,2023/7/17 13:40,16930,16930,-1,20230717,cf2309,1,-0.344,0.344,5,5
833,2023/7/17 14:18,2023/7/17 14:30,16915,16910,-1,20230717,cf2309,1,0.656,0.344,5,5
834,2023/7/17 14:13,2023/7/17 14:35,16910,16905,-1,20230717,cf2309,1,0.656,0.344,5,5
835,2023/7/17 14:51,2023/7/17 14:57,16910,16900,-1,20230717,cf2309,1,1.656,0.344,5,5
836,2023/7/17 14:51,2023/7/17 14:57,16900,16895,-1,20230717,cf2309,1,0.656,0.344,5,5
837,2023/7/17 21:45,2023/7/17 21:54,16940,16940,-1,20230718,cf2309,1,-0.344,0.344,5,5
838,2023/7/14 21:55,2023/7/17 22:44,17130,17130,1,20230718,cf2309,1,-0.344,0.344,5,5
839,2023/7/14 21:54,2023/7/17 22:44,17135,17135,1,20230718,cf2309,1,-0.344,0.344,5,5
840,2023/7/17 22:44,2023/7/17 22:59,17110,17170,1,20230718,cf2309,1,11.656,0.344,5,5
841,2023/7/17 14:50,2023/7/18 9:00,16890,16885,-1,20230718,cf2309,1,0.656,0.344,5,5
842,2023/7/18 9:08,2023/7/18 9:22,17205,17235,1,20230718,cf2309,1,5.656,0.344,5,5
843,2023/7/18 9:51,2023/7/18 10:02,17180,17180,-1,20230718,cf2309,1,-0.344,0.344,5,5
844,2023/7/18 10:38,2023/7/18 10:44,17190,17190,-1,20230718,cf2309,1,-0.344,0.344,5,5
845,2023/7/18 10:36,2023/7/18 10:44,17185,17185,-1,20230718,cf2309,1,-0.344,0.344,5,5
846,2023/7/18 10:34,2023/7/18 10:44,17160,17175,-1,20230718,cf2309,1,-3.344,0.344,5,5
847,2023/7/18 10:54,2023/7/18 11:08,17210,17205,1,20230718,cf2309,1,-1.344,0.344,5,5
848,2023/7/18 13:40,2023/7/18 13:46,17190,17185,-1,20230718,cf2309,1,0.656,0.344,5,5
849,2023/7/18 13:39,2023/7/18 13:47,17180,17175,-1,20230718,cf2309,1,0.656,0.344,5,5
850,2023/7/18 13:48,2023/7/18 14:13,17175,17155,-1,20230718,cf2309,1,3.656,0.344,5,5
851,2023/7/18 14:17,2023/7/18 14:28,17200,17205,1,20230718,cf2309,1,0.656,0.344,5,5
852,2023/7/18 14:29,2023/7/18 14:40,17190,17205,1,20230718,cf2309,1,2.656,0.344,5,5
853,2023/7/18 14:57,2023/7/18 21:00,17175,16990,-1,20230719,cf2309,1,36.656,0.344,5,5
854,2023/7/18 22:25,2023/7/18 22:30,16910,16920,1,20230719,cf2309,1,1.656,0.344,5,5
855,2023/7/18 21:43,2023/7/19 9:00,16915,16880,-1,20230719,cf2309,1,6.656,0.344,5,5
856,2023/7/19 9:09,2023/7/19 9:15,16920,16935,1,20230719,cf2309,1,2.656,0.344,5,5
857,2023/7/19 9:34,2023/7/19 9:41,16970,16995,1,20230719,cf2309,1,4.656,0.344,5,5
858,2023/7/19 11:02,2023/7/19 11:11,16915,16910,-1,20230719,cf2309,1,0.656,0.344,5,5
859,2023/7/19 10:56,2023/7/19 11:12,16915,16905,-1,20230719,cf2309,1,1.656,0.344,5,5
860,2023/7/19 13:35,2023/7/19 13:38,16910,16925,1,20230719,cf2309,1,2.656,0.344,5,5
861,2023/7/19 21:01,2023/7/19 21:09,17130,17160,1,20230720,cf2309,1,5.656,0.344,5,5
862,2023/7/18 14:28,2023/7/19 21:22,17205,17220,1,20230720,cf2309,1,2.656,0.344,5,5
863,2023/7/18 9:30,2023/7/19 21:22,17245,17235,1,20230720,cf2309,1,-2.344,0.344,5,5
864,2023/7/19 22:08,2023/7/19 22:21,17180,17150,-1,20230720,cf2309,1,5.656,0.344,5,5
865,2023/7/19 21:58,2023/7/19 22:21,17190,17145,-1,20230720,cf2309,1,8.656,0.344,5,5
866,2023/7/19 21:56,2023/7/19 22:23,17170,17140,-1,20230720,cf2309,1,5.656,0.344,5,5
867,2023/7/20 9:01,2023/7/20 9:10,17170,17175,1,20230720,cf2309,1,0.656,0.344,5,5
868,2023/7/20 9:18,2023/7/20 9:18,17160,17165,1,20230720,cf2309,1,0.656,0.344,5,5
869,2023/7/20 9:12,2023/7/20 9:19,17155,17170,1,20230720,cf2309,1,2.656,0.344,5,5
870,2023/7/20 9:51,2023/7/20 10:10,17150,17125,-1,20230720,cf2309,1,4.656,0.344,5,5
871,2023/7/20 9:50,2023/7/20 10:10,17140,17115,-1,20230720,cf2309,1,4.656,0.344,5,5
872,2023/7/20 10:11,2023/7/20 10:39,17135,17145,-1,20230720,cf2309,1,-2.344,0.344,5,5
873,2023/7/20 10:10,2023/7/20 10:40,17115,17135,-1,20230720,cf2309,1,-4.344,0.344,5,5
874,2023/7/20 9:10,2023/7/20 10:51,17175,17180,1,20230720,cf2309,1,0.656,0.344,5,5
875,2023/7/20 11:01,2023/7/20 14:02,17180,17200,1,20230720,cf2309,1,3.656,0.344,5,5
876,2023/7/20 10:51,2023/7/20 14:03,17190,17205,1,20230720,cf2309,1,2.656,0.344,5,5
877,2023/7/20 13:40,2023/7/20 14:20,17150,17160,-1,20230720,cf2309,1,-2.344,0.344,5,5
878,2023/7/20 13:40,2023/7/20 14:20,17145,17160,-1,20230720,cf2309,1,-3.344,0.344,5,5
879,2023/7/20 14:03,2023/7/20 14:26,17200,17180,1,20230720,cf2309,1,-4.344,0.344,5,5
880,2023/7/20 14:26,2023/7/20 14:30,17180,17170,-1,20230720,cf2309,1,1.656,0.344,5,5
881,2023/7/20 14:26,2023/7/20 14:32,17180,17160,-1,20230720,cf2309,1,3.656,0.344,5,5
882,2023/7/20 13:40,2023/7/20 14:32,17145,17150,-1,20230720,cf2309,1,-1.344,0.344,5,5
883,2023/7/20 14:33,2023/7/20 14:46,17155,17150,-1,20230720,cf2309,1,0.656,0.344,5,5
884,2023/7/20 14:51,2023/7/20 21:09,17160,17165,-1,20230721,cf2309,1,-1.344,0.344,5,5
885,2023/7/20 14:50,2023/7/20 21:11,17145,17150,-1,20230721,cf2309,1,-1.344,0.344,5,5
